Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,clust
38508,0,17500,2500,2500,13523,13,0,0,3279,0
71263,0,50000,2500,2500,80554,41,0,0,2987,0
60331,0,17500,2500,2500,17878,27,0,0,3036,0
47966,2947,17500,2500,2500,51615,11,650,3,3145,0
15279,0,17500,2500,2500,17984,19,300,1,3139,0
0,0,2500,2500,2500,5491,18,2116,5,3204,0
36844,0,5000,2500,2500,21715,16,0,0,3161,0
29182,0,50000,2500,2500,50698,14,0,0,2999,0
65207,0,32500,2500,2500,34832,18,1450,4,3115,0
22496,0,2500,2500,2500,9712,14,500,1,3180,0
23846,0,2500,2500,2500,9177,6,0,0,2678,0
63193,0,17500,2500,2500,20372,14,100,1,3036,0
74073,0,32500,2500,2500,45526,41,200,1,2976,0
43348,0,32500,2500,2500,68846,25,200,1,2869,0
97424,0,50000,2500,2500,63796,17,0,0,2873,0
29350,0,32500,2500,2500,27703,15,0,0,3020,0
20537,0,17500,2500,2500,44791,21,2612,4,1569,0
52562,0,17500,2500,2500,23773,15,600,2,3021,0
17893,0,5000,2500,2500,9623,13,0,0,3074,0
50895,0,32500,2500,2500,29618,15,0,0,2980,0
68532,0,50000,2500,2500,68704,21,0,0,2822,0
20773,0,17500,2500,2500,13619,14,0,0,2765,0
45533,0,50000,2500,2500,56208,16,0,0,2963,0
7329,0,5000,2500,2500,10639,16,0,0,2993,0
106921,0,32500,2500,2500,26666,13,0,0,2581,0
45575,0,17500,2500,2500,23223,17,0,0,2964,0
36953,0,17500,2500,2500,25598,16,0,0,2997,0
27155,0,32500,2500,2500,47252,15,300,1,3001,0
89112,4670,5000,2500,2500,28670,29,0,0,2680,0
63190,0,17500,2500,2500,18950,13,250,1,3041,0
105544,0,32500,2500,2500,31001,16,500,1,2888,0
7606,0,32500,2500,2500,29307,17,0,0,2930,0
92225,0,32500,2500,2500,48276,19,350,1,2972,0
28670,0,5000,2500,2500,11727,11,0,0,2980,0
54637,0,2500,2500,2500,21181,27,4673,21,2927,0
25485,0,2500,2500,2500,9655,10,2800,8,2798,0
28254,0,17500,2500,2500,17117,19,1050,6,2692,0
50939,0,17500,2500,2500,16453,16,0,0,2753,0
23033,0,5000,2500,2500,7910,15,0,0,2765,0
23448,0,32500,2500,2500,36941,18,700,3,2675,0
63364,0,17500,2500,2500,15415,11,0,0,2560,0
18497,0,17500,2500,2500,14138,12,0,0,2643,0
23173,0,5000,2500,2500,7843,8,0,0,2565,0
51367,0,32500,2500,2500,40004,24,0,0,2434,0
34894,0,17500,2500,2500,13955,17,0,0,2447,0
54177,0,17500,2500,2500,45403,15,500,1,2123,0
29326,0,5000,2500,2500,23061,7,0,0,2497,0
110628,0,50000,2500,2500,63759,13,0,0,2654,0
47513,0,17500,2500,2500,19904,13,0,0,2516,0
38061,0,17500,2500,2500,34227,18,3600,8,2649,0
139423,0,32500,2500,2500,54152,25,500,3,2677,0
298505,0,50000,2500,2500,130647,32,600,2,2483,0
89237,0,32500,2500,5000,37668,18,0,0,2533,0
93028,0,32500,2500,2500,40887,22,0,0,2507,0
89094,0,50000,2500,2500,55865,13,0,0,2404,0
11109,0,50000,2500,2500,53627,13,0,0,2623,0
17823,0,2500,2500,2500,15323,8,0,0,1453,0
56756,0,17500,2500,2500,10851,14,0,0,2068,0
99196,0,32500,2500,2500,28334,16,0,0,2595,0
21736,0,2500,5000,2500,6672,10,0,0,2544,0
11324,0,17500,2500,2500,11082,11,0,0,2661,0
28443,0,32500,2500,2500,53065,18,150,1,2462,0
15655,0,2500,2500,2500,2807,12,957,4,2476,0
15135,0,17500,2500,2500,13357,14,0,0,2579,0
31489,0,17500,2500,2500,21950,21,0,0,2216,0
10915,0,2500,2500,2500,5455,15,0,0,2473,0
67070,0,32500,2500,2500,34600,27,2100,10,2416,0
9634,0,2500,2500,2500,9634,5,0,0,2146,0
4096,0,2500,2500,2500,3802,8,0,0,2433,0
5199,0,17500,2500,2500,28100,16,0,0,2592,0
15920,0,2500,2500,2500,2500,1,0,0,2466,0
50674,0,5000,2500,2500,22073,12,0,0,1615,0
55461,0,32500,2500,2500,31658,17,500,2,2315,0
64924,0,2500,17500,2500,14971,13,0,0,1989,0
25210,0,2500,2500,2500,14500,5,500,1,2138,0
32988,0,32500,2500,2500,49484,14,0,0,2161,0
1724,0,17500,2500,2500,27305,20,0,0,1784,0
56395,0,50000,2500,2500,72905,24,1800,4,2344,0
53543,0,2500,2500,2500,21183,11,563,2,1149,0
16452,0,2500,2500,2500,9181,5,0,0,2108,0
55487,0,17500,2500,2500,23123,19,1150,5,1986,0
14648,0,17500,2500,2500,21157,12,0,0,1843,0
51680,0,32500,2500,2500,54926,65,3088,8,2112,0
8819,0,17500,2500,2500,12472,15,0,0,1920,0
61545,0,17500,2500,2500,18351,18,0,0,1973,0
32156,0,5000,2500,2500,23928,29,2150,12,2257,0
9646,0,2500,2500,2500,3445,11,0,0,2140,0
16569,0,2500,2500,2500,3204,8,0,0,2120,0
147128,0,50000,2500,2500,59991,47,1065,1,2279,0
26693,0,17500,2500,2500,22057,14,0,0,1863,0
14428,0,2500,2500,2500,3475,21,0,0,1599,0
10994,0,17500,2500,2500,10492,15,0,0,2215,0
78105,0,5000,2500,2500,49364,14,0,0,2070,0
101290,0,32500,2500,2500,33876,22,500,1,2291,0
24065,589,17500,2500,2500,29586,9,0,0,1045,0
162365,0,50000,2500,2500,65029,15,0,0,1948,0
4834,0,5000,2500,2500,13441,17,0,0,1851,0
85955,0,32500,2500,2500,34197,22,600,2,2046,0
66807,0,17500,2500,2500,23456,14,0,0,1575,0
48131,0,50000,2500,2500,60090,18,0,0,2161,0
16346,0,2500,2500,2500,5930,15,0,0,2108,0
17828,0,32500,2500,2500,35099,14,0,0,2115,0
98151,0,17500,2500,2500,38812,11,500,1,1976,0
46672,500,17500,2500,2500,22404,22,0,0,2021,0
143441,0,50000,2500,2500,58475,27,0,0,2238,0
14072,0,17500,2500,2500,20700,16,0,0,1949,0
47764,0,5000,2500,2500,23122,11,400,1,1872,0
51169,4903,17500,2500,2500,13080,13,0,0,1809,0
32099,0,17500,2500,2500,10534,6,0,0,1929,0
84148,0,2500,2500,50000,84148,7,0,0,1054,0
39566,0,5000,2500,2500,23755,18,0,0,1763,0
41628,0,17500,2500,2500,16771,12,0,0,1818,0
116923,0,50000,2500,2500,70403,50,0,0,1738,0
7879,0,2500,2500,2500,1815,5,0,0,1849,0
29291,0,32500,2500,2500,31357,32,1950,6,1391,0
63392,0,17500,2500,2500,20553,17,0,0,1087,0
19578,0,5000,2500,2500,5208,11,0,0,1632,0
19839,0,32500,2500,2500,36375,15,0,0,1535,0
20318,0,2500,5000,2500,6990,13,0,0,1956,0
16465,0,2500,2500,2500,16165,5,0,0,1631,0
61841,0,2500,2500,2500,48700,49,0,0,1659,0
23197,0,2500,17500,2500,10587,13,150,1,1747,0
5690,0,5000,2500,2500,11612,15,0,0,1549,0
34412,0,17500,2500,2500,14734,13,0,0,1524,0
11218,0,2500,2500,2500,3850,14,0,0,1604,0
39983,0,17500,2500,2500,39983,11,0,0,1569,0
42481,0,17500,2500,2500,24617,16,0,0,678,0
25090,0,32500,2500,2500,25860,9,0,0,1786,0
95728,2092,50000,2500,2500,56111,14,0,0,1372,0
11631,0,2500,2500,2500,3289,22,0,0,1157,0
9805,0,2500,2500,2500,4403,11,0,0,1559,0
29417,0,2500,2500,2500,16011,3,0,0,1582,0
105737,0,50000,2500,2500,71728,13,0,0,1705,0
35474,0,2500,2500,2500,15086,6,0,0,1479,0
36829,0,32500,2500,2500,42497,19,1001,1,1015,0
133351,0,50000,2500,2500,84215,43,7000,22,1529,0
14243,0,2500,2500,2500,6654,17,0,0,1487,0
8885,0,2500,2500,2500,1500,5,0,0,1386,0
76660,0,17500,2500,2500,38807,24,3341,1,1193,0
81155,0,32500,2500,2500,49904,41,0,0,1276,0
45432,0,17500,2500,2500,12833,15,0,0,1322,0
39386,0,2500,2500,2500,18722,7,0,0,1359,0
69647,0,32500,2500,2500,45175,20,2250,3,854,0
4057,0,2500,2500,2500,23050,11,2550,7,1135,0
63121,0,17500,2500,2500,16634,16,150,1,1349,0
12088,0,32500,2500,2500,27292,17,100,1,1298,0
20691,0,2500,2500,2500,16448,6,0,0,1227,0
12134,899,32500,2500,2500,57676,25,3064,9,974,0
68224,0,32500,2500,2500,28916,16,0,0,1258,0
60319,0,17500,2500,2500,22051,19,50,1,817,0
52475,0,17500,2500,2500,14447,13,0,0,962,0
151265,0,50000,2500,2500,61068,13,0,0,1213,0
960,0,2500,2500,2500,6000,1,0,0,1262,0
177785,0,50000,2500,2500,77203,15,0,0,1251,0
22289,0,17500,2500,2500,18105,34,189,1,1501,0
9389,0,2500,2500,2500,4195,5,695,2,1509,0
60014,0,32500,2500,2500,45105,32,500,2,669,0
12250,0,2500,2500,2500,4875,32,0,0,1346,0
15732,0,2500,2500,2500,6875,33,0,0,666,0
9300,0,2500,2500,2500,3250,18,0,0,1396,0
9500,0,2500,2500,2500,3125,18,0,0,1415,0
12350,0,2500,2500,2500,4125,26,0,0,1314,0
13623,0,2500,2500,2500,2625,14,0,0,1330,0
10824,0,2500,2500,2500,3375,19,0,0,867,0
9175,0,2500,2500,2500,4000,25,0,0,1428,0
18750,0,2500,2500,2500,7000,44,0,0,1036,0
10200,0,2500,2500,2500,3625,15,0,0,1408,0
9375,0,2500,2500,2500,3250,19,0,0,1410,0
8992,0,2500,2500,2500,1250,3,0,0,1417,0
6875,0,2500,2500,2500,4625,30,0,0,581,0
11927,0,2500,2500,2500,4000,15,500,1,1188,0
11864,0,2500,2500,2500,2500,13,0,0,1397,0
10000,0,2500,2500,2500,3375,19,0,0,1418,0
13301,0,2500,2500,2500,3500,21,0,0,1400,0
10400,0,2500,2500,2500,1840,10,0,0,1397,0
8725,0,2500,2500,2500,5600,14,0,0,1426,0
7388,0,2500,2500,2500,3958,15,150,1,446,0
11850,0,2500,2500,2500,4475,29,0,0,893,0
11875,0,2500,2500,2500,3625,22,0,0,1408,0
54264,0,17500,2500,2500,15178,17,0,0,1397,0
49482,0,32500,2500,2500,33147,23,0,0,1255,0
48607,0,17500,2500,2500,18284,37,0,0,1339,0
11572,0,2500,2500,2500,7164,22,0,0,1163,0
12000,0,2500,2500,2500,5625,34,0,0,859,0
13350,0,2500,2500,2500,3850,24,0,0,1071,0
10197,0,2500,2500,2500,3098,10,0,0,723,0
12375,0,2500,2500,2500,3875,24,0,0,863,0
7625,0,2500,2500,2500,4375,21,0,0,1393,0
11875,0,2500,2500,2500,3625,22,0,0,1388,0
160114,500,2500,2500,2500,71954,86,30817,53,1373,0
12675,0,2500,2500,2500,4875,25,0,0,1390,0
11361,0,2500,2500,2500,3375,20,0,0,1367,0
9794,0,2500,2500,2500,2250,11,0,0,968,0
27619,0,32500,2500,2500,83726,68,14050,46,1325,0
265,0,2500,2500,2500,6000,1,0,0,1012,0
29836,0,2500,2500,2500,16165,3,0,0,815,0
33087,0,5000,2500,2500,24761,9,500,1,724,0
37300,0,2500,17500,2500,23760,19,0,0,676,0
23704,0,17500,2500,2500,14935,14,0,0,868,0
44038,0,5000,2500,2500,21634,11,0,0,872,0
64956,0,17500,2500,2500,36694,11,0,0,1012,0
46207,0,17500,2500,2500,16093,32,0,0,1130,0
33413,0,17500,2500,2500,31605,8,0,0,647,0
48944,2565,17500,2500,2500,17988,12,0,0,1005,0
2686,0,2500,2500,2500,7500,4,500,1,301,0
76210,0,32500,2500,2500,37937,29,1110,8,798,0
19870,0,2500,2500,2500,11075,4,0,0,892,0
18088,0,2500,2500,2500,16697,6,0,0,501,0
20765,0,2500,2500,2500,15949,4,0,0,319,0
5459,0,5000,2500,2500,9864,14,0,0,880,0
12286,0,5000,2500,2500,7972,11,250,1,1018,0
49271,0,17500,2500,2500,20695,11,0,0,852,0
9157,0,5000,2500,2500,22802,10,1245,3,901,0
53027,0,5000,2500,2500,30627,16,0,0,1290,0
24765,0,2500,2500,2500,19969,5,0,0,595,0
56712,0,17500,2500,2500,15685,14,500,1,997,0
8904,0,2500,2500,2500,3740,14,0,0,898,0
5269,0,17500,2500,2500,22697,13,0,0,604,0
54950,0,17500,2500,2500,30500,9,0,0,450,0
9862,0,2500,2500,2500,1693,3,693,2,309,0
9264,0,2500,2500,2500,4830,15,0,0,424,0
12602,0,2500,2500,2500,5632,5,500,1,158,0
16936,0,2500,2500,2500,14970,2,0,0,580,0
25054,0,17500,2500,2500,32592,17,3409,6,486,0
6356,0,2500,2500,2500,5000,1,0,0,180,0
27488,0,17500,2500,2500,23927,21,0,0,2273,0
35569,0,5000,2500,2500,27119,21,0,0,3357,0
55472,0,17500,2500,2500,17848,18,3763,3,3566,0
15682,0,2500,2500,2500,5025,6,500,1,3298,0
70178,0,50000,2500,2500,61530,12,1300,6,3306,0
21216,0,5000,2500,2500,7787,12,0,0,3378,0
35766,0,32500,2500,2500,49702,20,784,1,3503,0
48296,0,17500,2500,2500,31329,9,500,1,3061,0
10635,0,32500,2500,2500,45212,20,0,0,2131,0
46269,0,17500,2500,2500,20594,14,0,0,3487,0
35850,0,2500,17500,2500,17759,18,0,0,3439,0
8009,0,2500,2500,2500,8102,12,2850,6,3279,0
14791,0,17500,2500,2500,23956,26,300,2,2689,0
65141,0,32500,2500,2500,31463,26,2550,2,3452,0
68907,0,32500,2500,2500,33434,10,0,0,3365,0
97768,0,32500,2500,2500,26734,13,0,0,3119,0
48577,0,32500,2500,2500,34224,16,0,0,2794,0
70614,0,32500,2500,2500,32417,18,0,0,3519,0
72309,0,32500,2500,2500,41949,20,289,2,1735,0
89876,0,32500,2500,2500,51620,17,0,0,1739,0
13899,0,2500,2500,2500,5125,31,0,0,1705,0
15832,2376,2500,2500,2500,8130,20,500,1,1698,0
7535,0,17500,2500,2500,18487,20,0,0,1678,0
20971,1490,32500,2500,2500,43527,34,0,0,1695,0
15275,0,2500,2500,2500,2750,8,0,0,1694,0
166638,0,50000,2500,2500,64572,22,0,0,1697,0
86500,0,32500,2500,2500,51740,20,0,0,1691,0
5500,0,2500,2500,2500,5500,11,5500,11,1690,0
25992,0,17500,2500,2500,24333,10,0,0,1678,0
101431,0,32500,2500,2500,49801,19,0,0,1677,0
8150,0,2500,5000,2500,14135,41,500,2,1676,0
16079,0,2500,2500,2500,6085,4,0,0,1670,0
112345,0,32500,2500,2500,36640,14,0,0,1669,0
97510,1678,50000,2500,2500,71609,51,7650,26,1665,0
55152,0,17500,2500,2500,14630,14,0,0,1662,0
11947,0,2500,5000,2500,8099,14,1000,2,1656,0
37165,0,17500,2500,2500,19715,15,0,0,1654,0
190730,0,50000,2500,2500,78916,28,2450,9,1648,0
35650,0,17500,2500,2500,23130,34,0,0,1640,0
33245,0,17500,2500,2500,31390,17,0,0,1628,0
16152,0,2500,2500,2500,6129,19,500,5,1635,0
59151,0,17500,2500,2500,11110,13,0,0,1636,0
88404,0,32500,2500,2500,37304,29,500,1,1628,0
56289,0,17500,2500,2500,24051,15,0,0,1628,0
63162,0,17500,2500,2500,27564,8,0,0,1600,0
11005,0,2500,2500,2500,5736,3,0,0,1609,0
32424,0,32500,2500,2500,39635,16,0,0,1584,0
126167,0,50000,2500,2500,190160,15,0,0,1612,0
84979,0,32500,2500,2500,36702,16,0,0,1600,0
771,0,2500,2500,2500,13160,4,0,0,1601,0
90666,0,32500,2500,2500,32474,14,0,0,1582,0
10741,0,2500,2500,2500,6593,8,1108,2,1579,0
13004,1000,2500,2500,2500,13890,39,0,0,1572,0
18601,0,5000,2500,2500,5899,12,0,0,1600,0
57642,0,32500,2500,2500,52176,15,0,0,1564,0
12966,0,17500,2500,2500,15021,16,886,3,1553,0
130748,0,32500,2500,2500,65510,37,6349,7,1545,0
5000,0,2500,2500,2500,5000,1,0,0,1537,0
9312,0,2500,2500,2500,3405,8,250,1,1527,0
14775,0,2500,2500,2500,14275,9,0,0,1519,0
8060,0,2500,2500,2500,1750,4,0,0,1534,0
16148,0,2500,2500,2500,2625,14,0,0,1529,0
40424,0,32500,2500,2500,44110,26,343,3,1523,0
49519,0,17500,2500,2500,25762,18,0,0,1522,0
35509,0,17500,2500,2500,14204,13,0,0,1486,0
33972,0,17500,2500,2500,21029,29,0,0,1467,0
13942,0,2500,5000,2500,5822,12,0,0,1458,0
16063,0,2500,2500,2500,2330,9,0,0,1447,0
91605,0,32500,2500,2500,37840,18,0,0,1444,0
26504,0,5000,2500,2500,10599,29,1000,7,1445,0
12532,0,2500,2500,2500,2069,9,0,0,1445,0
58387,0,17500,2500,2500,14581,39,0,0,1435,0
37520,0,2500,2500,2500,19924,6,0,0,1432,0
9399,0,2500,2500,2500,2125,10,0,0,1430,0
10071,0,5000,2500,2500,27701,16,0,0,1421,0
57793,0,17500,2500,2500,20959,15,1198,3,1424,0
28867,0,17500,2500,2500,19169,28,0,0,1425,0
59017,0,32500,2500,2500,34746,25,0,0,1418,0
34235,0,2500,2500,2500,18910,7,250,1,1415,0
11310,0,2500,2500,2500,5021,2,0,0,1409,0
39142,0,17500,2500,2500,14981,28,0,0,1408,0
18476,0,2500,2500,2500,8525,4,200,1,1403,0
73597,0,17500,2500,2500,25447,8,0,0,1402,0
55228.14938,121.5371517,23570.04644,2676.083591,2850.232198,34318.62384,17.6006192,477.502322,1.405572755,4172.5,0
,,,,,,,,,,
28143,0,2500,2500,2500,174,1,0,0,7000,1
41354,0,2500,2500,2500,4123,4,0,0,7034,1
84914,0,17500,2500,2500,27482,25,0,0,6994,1
443003,0,17500,5000,2500,1753,43,3850,12,6948,1
104860,0,17500,2500,2500,28426,28,1150,3,6931,1
40091,0,5000,2500,2500,7278,10,0,0,6959,1
43382,0,5000,2500,2500,11150,20,0,0,6924,1
43097,0,2500,2500,2500,3258,6,0,0,6918,1
91473,0,17500,2500,2500,27408,17,0,0,6903,1
185681,2024,2500,2500,2500,13300,16,1800,9,6896,1
20584,0,2500,2500,2500,3450,11,3450,11,6884,1
66275,0,2500,2500,2500,2533,11,150,1,6884,1
205651,500,2500,2500,2500,4025,21,700,4,7932,1
177926,0,17500,2500,2500,20797,13,0,0,7886,1
276571,0,32500,2500,2500,42044,23,0,0,7872,1
43832,0,2500,2500,2500,0,0,0,0,7865,1
68666,0,2500,2500,2500,350,2,350,2,7861,1
34616,0,2500,2500,2500,1750,4,500,1,7850,1
60313,0,2500,2500,2500,10000,26,3250,9,7829,1
619393,0,17500,2500,2500,15008,14,0,0,7819,1
121260,0,17500,2500,2500,18493,18,0,0,7808,1
288865,967,2500,2500,2500,23600,14,2000,4,6884,1
92336,0,5000,2500,2500,11214,6,0,0,6884,1
36924,0,2500,2500,2500,5900,6,300,2,6879,1
108137,0,2500,2500,2500,6368,5,6368,5,6844,1
121395,0,2500,2500,2500,4970,8,650,2,6889,1
38348,0,2500,2500,2500,0,0,0,0,6861,1
36298,0,2500,2500,2500,3100,5,600,3,6865,1
95118,0,17500,2500,2500,23188,23,2200,7,6865,1
134457,0,17500,2500,2500,15588,14,0,0,6861,1
362642,0,2500,2500,2500,28079,8,0,0,6835,1
80250,0,2500,2500,2500,895,2,0,0,6833,1
230715,0,17500,2500,2500,24047,12,0,0,6826,1
84409,5031,5000,2500,2500,15436,16,1150,4,7766,1
252386,0,32500,2500,2500,39787,13,0,0,7787,1
550367,0,17500,2500,2500,12500,13,50,1,7801,1
123867,0,17500,2500,2500,25308,17,0,0,7759,1
129871,0,17500,2500,2500,15776,22,0,0,7752,1
109380,0,2500,2500,2500,7537,16,0,0,7749,1
88443,0,2500,2500,2500,1200,3,1200,3,6837,1
61990,0,2500,2500,2500,1625,6,0,0,6833,1
40284,0,2500,2500,2500,7719,5,0,0,6827,1
609477,0,17500,2500,2500,21422,22,1200,8,6820,1
62553,0,5000,2500,2500,7672,16,700,1,6819,1
48433,0,2500,2500,2500,3500,4,500,1,6807,1
143566,0,2500,2500,2500,5000,5,1500,3,6785,1
57346,0,2500,2500,2500,5560,23,0,0,6766,1
64824,0,17500,2500,2500,20184,13,0,0,6770,1
35119,0,2500,2500,2500,0,0,0,0,6749,1
28667,0,2500,2500,2500,3861,7,2050,5,6749,1
34327,0,2500,2500,2500,0,0,0,0,6745,1
43498,0,2500,2500,2500,0,0,0,0,6759,1
181019,0,17500,2500,2500,18415,15,0,0,7714,1
298911,0,2500,2500,2500,8550,11,2550,8,7714,1
56906,0,2500,2500,2500,2015,13,0,0,7707,1
295638,0,2500,2500,2500,5422,20,818,2,7700,1
143967,0,5000,2500,2500,7346,11,0,0,7689,1
969559,0,2500,2500,2500,2500,3,1000,2,7718,1
122705,0,17500,2500,2500,24222,15,0,0,7682,1
77540,0,2500,2500,2500,1000,1,0,0,7683,1
133954,500,32500,2500,2500,37670,18,1500,3,7654,1
602064,0,50000,2500,2500,194753,26,2250,10,7652,1
213150,0,32500,2500,2500,56308,41,5200,14,7645,1
48333,0,5000,2500,2500,10123,14,0,0,6737,1
142175,0,32500,2500,2500,37461,22,0,0,6732,1
145074,0,2500,2500,2500,8000,4,0,0,6746,1
101101,0,2500,2500,2500,10850,11,1850,6,6725,1
125948,0,17500,2500,2500,15155,15,0,0,6761,1
259484,1776,2500,2500,2500,19172,26,7172,23,6723,1
129298,0,32500,2500,2500,29099,15,0,0,6722,1
160447,0,2500,2500,2500,8578,25,0,0,6716,1
39628,0,2500,2500,2500,0,0,0,0,6711,1
31769,0,2500,2500,2500,450,2,450,2,6707,1
126787,0,32500,2500,2500,35021,17,0,0,6701,1
100640,0,2500,2500,2500,7600,8,1600,5,6708,1
84631,0,17500,2500,2500,20415,17,0,0,6736,1
930410,0,50000,2500,2500,211284,18,2250,6,7640,1
298121,0,50000,2500,2500,60808,20,500,1,7640,1
87474,0,2500,2500,2500,4581,15,0,0,7634,1
220081,0,32500,2500,2500,52574,21,500,1,7626,1
212976,0,17500,2500,2500,19926,12,0,0,7624,1
228829,0,50000,2500,2500,59852,21,0,0,7612,1
46823,0,2500,2500,2500,5860,12,0,0,7613,1
69110,0,17500,2500,2500,18500,19,0,0,7598,1
152945,0,2500,2500,2500,18604,6,3604,2,7598,1
80331,0,17500,2500,2500,15489,18,0,0,7634,1
69882,0,2500,2500,2500,180,6,0,0,7582,1
95658,0,2500,2500,2500,5269,18,0,0,7584,1
402874,0,50000,2500,2500,74800,15,0,0,7582,1
370941,0,32500,2500,2500,44615,16,0,0,7577,1
35820,0,2500,2500,2500,0,0,0,0,7575,1
352508,0,17500,2500,2500,23740,6,1000,2,7563,1
149285,0,2500,2500,2500,15656,13,3250,6,7561,1
451673,0,32500,2500,2500,43533,19,900,4,7575,1
106961,0,2500,2500,2500,7357,19,200,2,7572,1
60230,0,2500,2500,2500,500,1,0,0,7544,1
48145,0,2500,2500,2500,10735,27,0,0,7540,1
127807,0,17500,2500,2500,17086,16,1500,3,7537,1
32948,0,2500,2500,2500,50,1,50,1,7569,1
89999,0,17500,2500,2500,11694,13,0,0,7530,1
707079,0,32500,2500,2500,57173,40,3450,12,7523,1
211595,0,2500,2500,2500,3250,8,0,0,7521,1
410795,0,50000,2500,2500,73679,31,0,0,7514,1
72173,0,2500,2500,2500,2954,13,232,1,7509,1
143080,733,32500,2500,2500,44373,38,3928,17,7575,1
386061,0,50000,2500,2500,107813,24,0,0,7500,1
52738,2398,2500,2500,2500,0,0,0,0,7498,1
134601,0,2500,2500,2500,0,0,0,0,7493,1
108341,0,17500,2500,2500,19670,21,0,0,7488,1
37348,0,2500,2500,2500,0,0,0,0,7472,1
51468,0,2500,2500,2500,2278,9,0,0,7460,1
31588,0,2500,2500,2500,2947,8,0,0,7463,1
204582,0,2500,2500,2500,4671,14,0,0,7498,1
114356,0,32500,2500,2500,27308,14,0,0,7456,1
59797,0,2500,2500,2500,7069,4,0,0,7444,1
189053,0,17500,2500,2500,24156,22,0,0,7439,1
143481,0,32500,2500,2500,45891,15,0,0,7437,1
1302051,2706,50000,2500,2500,90653,32,3050,7,7467,1
229744,0,50000,2500,2500,68754,35,550,2,7467,1
75039,0,2500,2500,2500,2750,10,250,1,7435,1
193976,0,17500,2500,2500,10849,14,0,0,7416,1
98224,0,5000,2500,2500,5570,11,0,0,7467,1
117329,0,2500,5000,2500,6448,11,0,0,7416,1
53715,0,5000,2500,2500,7164,15,300,2,7416,1
133309,0,17500,2500,2500,23987,13,0,0,7415,1
182317,0,5000,2500,2500,19489,17,273,1,7397,1
46184,0,2500,2500,2500,3125,12,500,1,7388,1
285116,0,2500,2500,2500,8471,18,500,1,7406,1
227881,0,32500,2500,2500,41186,13,0,0,7369,1
468175,0,50000,2500,2500,141615,22,0,0,7348,1
176090,0,2500,2500,2500,5300,9,2200,6,7344,1
88702,0,5000,2500,2500,9620,13,50,1,7406,1
62882,0,2500,2500,2500,1925,8,0,0,7375,1
30015,0,2500,2500,2500,5875,32,0,0,7341,1
87293,0,17500,2500,2500,21584,17,1050,2,7406,1
96098,0,2500,2500,2500,12500,4,0,0,7339,1
236274,0,50000,2500,2500,61515,12,0,0,7375,1
423540,0,2500,2500,2500,8534,14,2100,9,7375,1
198137,0,2500,2500,2500,6303,6,500,1,7323,1
402312,0,50000,2500,2500,77122,18,250,3,7375,1
149733,0,2500,2500,2500,605,3,500,1,7323,1
70730,0,2500,2500,2500,1319,12,0,0,7316,1
164613,0,5000,2500,2500,11095,13,0,0,7375,1
47557,0,5000,2500,2500,10267,18,200,3,7345,1
35065,0,2500,2500,2500,5400,5,1400,3,7311,1
105769,0,17500,2500,2500,23097,16,0,0,7345,1
35900,0,2500,2500,2500,0,0,0,0,7304,1
43088,0,2500,2500,2500,4000,1,0,0,7345,1
145726,0,17500,2500,2500,19019,15,0,0,7292,1
51250,0,2500,2500,2500,0,0,0,0,7283,1
1704838,0,2500,2500,2500,17108,32,4823,23,7283,1
120073,0,17500,2500,2500,12423,29,0,0,7276,1
168515,0,2500,2500,2500,4600,4,0,0,7269,1
190542,1745,2500,2500,2500,8487,9,0,0,7267,1
156230,0,2500,2500,2500,5300,8,1300,5,7260,1
62998,0,5000,2500,2500,11326,24,0,0,7253,1
568174,0,50000,2500,2500,67121,16,1000,2,7243,1
294881,0,50000,2500,2500,84800,20,0,0,7279,1
141813,0,32500,2500,2500,39743,14,0,0,7254,1
238868,0,17500,2500,2500,20521,16,0,0,7220,1
149286,0,32500,2500,2500,42141,30,2400,13,7222,1
35945,0,2500,2500,2500,0,0,0,0,7220,1
28218,0,2500,2500,2500,750,4,750,4,7232,1
217846,0,32500,2500,2500,49198,20,0,0,7215,1
364387,0,32500,2500,2500,28200,27,0,0,7213,1
125465,0,17500,2500,2500,14750,9,0,0,7206,1
123370,0,2500,2500,2500,7478,16,0,0,7197,1
383030,2998,2500,2500,2500,8001,25,3226,15,7326,1
112969,0,5000,2500,2500,7572,7,0,0,7192,1
46430,0,2500,2500,2500,2100,4,500,1,7194,1
179433,0,32500,2500,2500,30476,15,0,0,7187,1
714717,0,50000,2500,2500,119162,20,1750,4,7183,1
179559,0,17500,2500,2500,17819,12,1000,2,7173,1
119977,2556,2500,2500,2500,9275,16,1400,4,7226,1
65316,0,2500,2500,2500,3917,10,0,0,7254,1
766419,0,2500,2500,2500,11398,3,398,1,7162,1
52060,0,2500,2500,2500,6500,3,0,0,7162,1
84700,0,17500,2500,2500,13544,17,0,0,7162,1
205523,0,17500,2500,2500,32404,20,1000,2,7159,1
278727,0,2500,2500,2500,21666,19,9166,16,7155,1
455228,0,2500,2500,2500,258,2,258,2,7141,1
73849,0,5000,2500,2500,11793,21,0,0,7250,1
388455,0,50000,2500,2500,114329,26,6078,8,7164,1
65573,0,2500,2500,2500,3875,23,0,0,7130,1
47958,0,2500,2500,2500,0,0,0,0,7130,1
