,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,clust
1951,55064,0,5000,2500,2500,8041,13,0,0,3329,0
1952,40675,0,2500,2500,2500,1413,9,0,0,2895,0
1953,7843,0,2500,2500,2500,600,2,600,2,3557,0
1954,56896,0,32500,2500,2500,34019,15,0,0,3696,1
1955,91935,0,17500,2500,2500,17550,18,0,0,4216,2
1956,50496,0,17500,2500,2500,13287,26,0,0,4610,2
1957,19896,2395,5000,2500,2500,9866,11,0,0,4602,2
1958,156853,0,32500,2500,2500,37625,14,0,0,4510,1
1959,65533,0,5000,2500,2500,7595,10,0,0,4544,2
1960,223670,0,2500,2500,2500,32709,13,2227,4,4230,2
1961,91813,0,2500,2500,2500,8690,11,2000,4,3911,0
1962,12207,0,2500,2500,2500,0,0,0,0,4565,2
1963,26421,0,2500,2500,2500,1250,3,0,0,4593,2
1964,16176,0,2500,2500,2500,0,0,0,0,4170,2
1965,44754,0,2500,2500,2500,0,0,0,0,3648,0
1966,23827,0,2500,2500,2500,8125,37,1000,2,4616,2
1967,93743,0,2500,2500,2500,1210,7,650,5,4676,2
1968,4787,0,2500,2500,2500,3125,8,500,1,4734,2
1969,179472,0,17500,2500,2500,11289,15,0,0,4708,2
1970,73639,0,2500,2500,2500,4709,10,2709,9,4341,2
1971,76077,0,2500,2500,2500,500,4,0,0,4616,2
1972,66456,0,2500,2500,2500,3500,4,1000,2,4679,2
1973,14273,0,2500,2500,2500,0,0,0,0,4341,2
1974,134346,0,50000,2500,2500,100210,18,0,0,4485,1
1975,37693,0,17500,2500,2500,30546,7,0,0,4671,2
1976,11961,0,2500,5000,2500,11961,10,0,0,4646,2
1977,63311,0,50000,2500,2500,90181,34,950,6,4604,1
1978,20678,0,2500,2500,2500,2155,8,0,0,3862,0
1979,5316,0,2500,2500,2500,1134,4,0,0,4610,2
1980,86511,0,2500,2500,2500,5000,6,2000,4,4625,2
1981,133831,0,2500,2500,2500,100,1,100,1,4588,2
1982,30306,0,2500,2500,2500,2500,1,0,0,4309,2
1983,95925,0,2500,2500,2500,7337,22,350,2,4625,2
1984,35080,3867,2500,2500,2500,0,0,0,0,4562,2
1985,14304,0,2500,2500,2500,0,0,0,0,4600,2
1986,115385,0,2500,2500,2500,5890,15,1250,7,4546,2
1987,66411,1000,32500,2500,2500,34826,19,3001,9,4211,1
1988,6978,0,2500,2500,2500,610,3,0,0,4349,2
1989,39909,0,2500,2500,2500,2682,14,0,0,4470,2
1990,8767,0,2500,2500,2500,6589,8,3892,6,4394,2
1991,25544,0,2500,2500,2500,3271,7,0,0,4580,2
1992,166417,0,32500,2500,2500,28607,11,0,0,4357,1
1993,69555,0,17500,2500,2500,21957,16,250,1,4390,2
1994,2344,0,2500,2500,2500,1478,10,0,0,4481,2
1995,8780,0,2500,2500,2500,2750,15,0,0,4237,2
1996,111064,0,2500,2500,2500,12700,7,2700,6,4547,2
1997,44654,0,32500,2500,2500,48874,16,0,0,4530,1
1998,32678,0,2500,2500,2500,0,0,0,0,4481,2
1999,327126,1452,50000,2500,2500,97997,25,350,3,4440,1
2000,76387,0,2500,2500,2500,3588,7,0,0,4442,2
2001,268097,0,17500,2500,2500,26933,25,0,0,4105,2
2002,52195,0,32500,2500,2500,35847,13,0,0,4476,1
2003,137778,0,17500,2500,2500,19557,18,0,0,4599,2
2004,354807,0,2500,2500,2500,6000,12,3500,11,4597,2
2005,3056,0,2500,2500,2500,1200,3,0,0,4363,2
2006,101901,0,2500,5000,2500,17898,22,100,1,4433,2
2007,34182,0,2500,2500,2500,0,0,0,0,3967,0
2008,7371,0,2500,2500,2500,1375,4,0,0,4505,2
2009,178733,0,17500,2500,2500,26465,22,1800,4,4537,2
2010,87553,0,17500,2500,2500,15681,14,0,0,4547,2
2011,14614,0,2500,2500,2500,2275,3,0,0,4567,2
2012,91259,0,50000,2500,2500,60609,12,0,0,4531,1
2013,23997,0,2500,2500,2500,250,2,250,2,4204,2
2014,37202,0,2500,2500,2500,15000,4,0,0,4511,2
2015,53232,888,32500,2500,2500,80696,65,22100,45,3831,1
2016,54594,0,17500,2500,2500,14402,14,0,0,4233,2
2017,57474,0,5000,2500,2500,5535,7,0,0,4364,2
2018,20111,0,2500,2500,2500,5653,12,0,0,4468,2
2019,45950,0,32500,2500,2500,38921,22,750,2,4302,1
2020,67948,0,2500,2500,2500,2750,5,650,3,4226,2
2021,216498,0,32500,2500,2500,43083,24,2500,5,4440,1
2022,100649,0,2500,2500,2500,4000,3,500,1,4457,2
2023,52713,0,17500,2500,2500,16273,13,100,1,4449,2
2024,186892,0,50000,2500,2500,63444,13,500,1,3732,1
2025,11690,0,17500,2500,2500,17615,17,0,0,4417,2
2026,144697,0,2500,2500,2500,2000,1,0,0,4420,2
2027,75179,0,2500,2500,2500,1015,2,0,0,4118,2
2028,19850,0,2500,2500,2500,500,1,500,1,4376,2
2029,96154,0,2500,2500,2500,7052,15,0,0,4433,2
2030,55778,0,2500,2500,2500,6500,12,500,1,3704,0
2031,36227,0,5000,2500,2500,7230,14,0,0,3736,0
2032,93848,0,2500,2500,2500,1600,4,1500,3,4475,2
2033,41153,0,32500,2500,2500,28686,15,0,0,4404,1
2034,20789,0,2500,2500,2500,0,0,0,0,4279,2
2035,121992,6057,2500,2500,2500,3200,4,600,2,4257,2
2036,37911,0,2500,2500,2500,2250,11,0,0,4385,2
2037,233656,0,32500,2500,2500,41941,14,500,1,4266,1
2038,41133,0,2500,2500,2500,635,3,0,0,4419,2
2039,60864,0,17500,2500,2500,23364,19,50,1,4436,2
2040,90526,0,2500,2500,2500,2000,9,0,0,4488,2
2041,15148,0,2500,2500,2500,15148,3,0,0,269,0
2042,5393,0,2500,2500,2500,0,0,0,0,4517,2
2043,434,0,2500,2500,2500,15530,5,0,0,3628,0
2044,81055,0,17500,2500,2500,14344,14,0,0,4610,2
2045,31360,0,2500,2500,2500,821,7,0,0,4488,2
2046,156885,0,32500,2500,2500,38601,19,0,0,4534,1
2047,4148,0,2500,17500,2500,13504,18,0,0,4607,2
2048,63820,0,17500,2500,2500,13981,15,0,0,4608,2
2049,379744,2081,2500,2500,2500,19191,17,1850,11,4608,2
2050,76659,0,2500,2500,2500,0,0,0,0,4608,2
2051,40724,0,32500,2500,2500,29481,14,0,0,4007,1
2052,146173,0,17500,2500,2500,13871,17,0,0,4414,2
2053,26055,0,2500,2500,2500,647,9,0,0,4464,2
2054,68,0,2500,2500,2500,590,1,0,0,3937,0
2055,50001,0,2500,2500,2500,4853,12,0,0,4023,0
2056,122506,0,17500,2500,2500,21022,13,0,0,4408,2
2057,126886,0,5000,2500,2500,9120,17,0,0,4044,2
2058,42342,0,2500,2500,2500,11408,23,11408,23,4331,2
2059,58898,0,2500,2500,2500,23050,15,50,1,4328,2
2060,45735,0,2500,2500,2500,10085,3,0,0,4239,2
2061,77225,0,32500,2500,2500,30646,15,0,0,4282,1
2062,59874,0,2500,2500,2500,0,0,0,0,3986,0
2063,30868,0,2500,2500,2500,405,3,0,0,4226,2
2064,34257,0,2500,2500,2500,2010,4,0,0,4309,2
2065,42639,0,5000,2500,2500,7366,12,0,0,4181,2
2066,771,0,2500,2500,2500,40256,4,0,0,4203,2
2067,89708,0,2500,2500,2500,8000,4,0,0,3173,0
2068,75892,0,5000,2500,2500,8738,15,0,0,4160,2
2069,140918,0,32500,2500,2500,69760,32,0,0,3883,1
2070,475338,0,32500,2500,2500,39680,22,700,4,3355,1
2071,14426,0,2500,2500,2500,0,0,0,0,4096,0
2072,29559,0,32500,2500,2500,28969,16,0,0,4236,1
2073,113113,0,17500,2500,2500,10736,13,0,0,4307,2
2074,73027,0,32500,2500,2500,34002,19,0,0,4063,1
2075,17386,0,2500,2500,2500,0,0,0,0,3771,0
2076,9310,0,2500,2500,2500,500,1,500,1,4272,2
2077,11023,0,2500,2500,2500,0,0,0,0,4328,2
2078,55406,0,32500,2500,2500,38118,18,500,1,4310,1
2079,47638,0,2500,2500,2500,0,0,0,0,3739,0
2080,30040,0,5000,2500,2500,8636,8,500,1,3873,0
2081,24787,0,2500,2500,2500,1000,1,0,0,3930,0
2082,40758,0,2500,2500,2500,3500,4,1000,2,4299,2
2083,726,0,2500,2500,2500,0,0,0,0,4268,2
2084,40686,0,2500,2500,2500,260,2,0,0,4177,2
2085,16626,0,2500,2500,2500,2500,13,0,0,4329,2
2086,18944,0,2500,2500,2500,300,3,300,3,3932,0
2087,114949,0,50000,2500,2500,87136,24,600,2,4294,1
2088,32522,0,2500,2500,2500,5971,4,471,2,4042,0
2089,86533,0,2500,2500,2500,3700,4,700,2,3600,0
2090,166470,0,5000,2500,2500,9574,16,0,0,4194,2
2091,10797,0,2500,2500,2500,0,0,0,0,3581,0
2092,131618,0,32500,2500,2500,46473,16,0,0,4274,1
2093,77523,1112,2500,2500,2500,11050,5,1000,2,4274,2
2094,47905,0,17500,2500,2500,14575,16,2000,4,4245,2
2095,28695,0,2500,2500,2500,0,0,0,0,4173,2
2096,15253,0,5000,2500,2500,5427,8,0,0,4373,2
2097,193818,0,17500,2500,2500,16327,13,0,0,3768,0
2098,30556,0,2500,2500,2500,950,5,550,3,4361,2
2099,22678,0,2500,2500,2500,2125,7,0,0,4068,0
2100,89430,0,17500,2500,2500,24314,18,0,0,1547,0
2101,26522,0,17500,2500,2500,18479,13,0,0,4358,2
2102,59913,0,2500,2500,2500,2210,5,150,1,3481,0
2103,16516,0,2500,2500,2500,500,1,0,0,4275,2
2104,49050,0,17500,2500,2500,18436,16,0,0,2426,0
2105,27981,0,50000,2500,2500,63004,17,0,0,2921,1
2106,4939,0,2500,2500,2500,1000,1,0,0,2515,0
2107,26077,0,2500,2500,2500,6768,4,0,0,3487,0
2108,110893,0,2500,2500,2500,4653,6,0,0,3645,0
2109,56455,0,2500,2500,2500,6000,3,0,0,4218,2
2110,32699,0,2500,2500,2500,1500,2,500,1,3167,0
2111,109790,0,2500,2500,2500,16108,4,0,0,3123,0
2112,166681,0,50000,2500,2500,107645,25,0,0,3287,1
2113,145233,0,2500,2500,2500,9366,5,4866,3,2626,0
2114,1054,0,2500,2500,2500,15147,3,0,0,3133,0
2115,27532,0,2500,2500,2500,4639,13,0,0,3939,0
2116,62464,0,2500,2500,2500,5675,16,500,1,3820,0
2117,4041,0,2500,2500,2500,0,0,0,0,3344,0
2118,28138,0,2500,2500,2500,6330,29,0,0,3847,0
2119,33010,0,2500,2500,2500,0,0,0,0,3915,0
2120,45687,0,2500,2500,2500,45,2,0,0,2269,0
2121,12981,0,2500,2500,2500,0,0,0,0,4246,2
2122,168246,1514,2500,2500,2500,4600,4,100,2,4103,2
2123,75505,0,32500,2500,2500,30850,17,500,1,4007,1
2124,55591,0,5000,2500,2500,8817,13,0,0,3693,0
2125,37358,0,32500,2500,2500,50488,19,0,0,3967,1
2126,33803,0,2500,2500,2500,6100,34,0,0,4079,2
2127,2500,0,2500,2500,2500,2500,1,0,0,3717,0
2128,140527,0,2500,2500,2500,3500,14,0,0,4023,0
2129,5360,0,2500,2500,2500,0,0,0,0,4392,2
2130,124430,0,5000,2500,2500,15523,17,1200,8,4054,2
2131,240007,0,32500,2500,2500,46771,14,0,0,4048,1
2132,245021,0,17500,2500,2500,13639,15,180,1,3984,2
2133,53518,0,50000,2500,2500,73933,30,400,1,3930,1
2134,122545,0,2500,2500,2500,269,4,250,1,3834,0
2135,192889,0,2500,2500,2500,10500,5,0,0,4096,2
2136,227776,0,32500,2500,2500,47286,19,2276,5,3980,1
2137,37833,0,32500,2500,2500,48172,15,500,1,3551,1
2138,48256,0,2500,2500,2500,9690,2,0,0,3979,0
2139,99704,2704,5000,2500,2500,15750,12,0,0,4106,2
2140,394999,0,2500,2500,2500,4150,5,150,3,3599,0
2141,82497,0,2500,2500,2500,0,0,0,0,3565,0
2142,15326,7663,2500,2500,2500,0,0,0,0,4140,2
2143,32619,0,2500,2500,2500,1070,7,0,0,3846,0
2144,57017,0,2500,2500,2500,2495,11,0,0,3854,0
2145,252741,0,32500,2500,2500,29296,19,635,3,4189,1
2146,49375,0,17500,2500,2500,23628,14,0,0,3797,0
2147,25341,0,2500,2500,2500,38,4,0,0,3995,0
2148,45150,0,17500,2500,2500,18907,13,0,0,4141,2
2149,187462,0,2500,2500,2500,10500,5,500,4,3953,0
2150,19132,0,5000,2500,2500,9124,17,0,0,3915,0
2151,196967,0,17500,2500,2500,38490,37,9550,20,4008,2
2152,13040,0,2500,2500,2500,500,1,0,0,3972,0
2153,184301,0,2500,2500,2500,6454,13,3954,12,4010,2
2154,36294,0,2500,2500,2500,0,0,0,0,3956,0
2155,89840,0,5000,2500,2500,7048,14,0,0,3819,0
2156,6914,0,2500,2500,2500,1500,1,0,0,3915,0
2157,28493,0,17500,2500,2500,21845,22,300,1,3932,2
2158,111793,0,2500,2500,2500,500,1,0,0,4057,0
2159,18700,0,2500,2500,2500,870,2,0,0,3995,0
2160,53957,0,2500,2500,2500,7000,4,500,1,4133,2
2161,135770,0,2500,2500,2500,4700,5,200,3,4215,2
2162,189784,0,32500,2500,2500,35464,18,2197,4,4190,1
2163,60076,0,32500,2500,2500,45582,9,0,0,3935,1
2164,3522,0,2500,2500,2500,3522,4,0,0,3916,0
2165,36736,0,2500,2500,2500,0,0,0,0,4134,2
2166,100634,0,2500,17500,2500,69669,28,1540,12,4193,2
2167,88918,0,5000,2500,2500,5537,14,0,0,4180,2
2168,245045,0,2500,2500,2500,25039,16,500,1,4173,2
2169,37948,0,17500,2500,2500,19213,43,0,0,3914,2
2170,81552,0,5000,2500,2500,7703,8,0,0,3855,0
2171,118067,0,5000,2500,2500,8715,12,0,0,3718,0
2172,268314,0,32500,2500,2500,29968,14,500,1,3869,1
2173,135488,0,50000,2500,2500,57787,16,0,0,4117,1
2174,68243,0,5000,2500,2500,10012,22,903,3,3888,0
2175,56693,3953,5000,2500,2500,20454,11,0,0,3893,0
2176,194875,0,2500,2500,2500,7550,6,1050,3,3831,0
2177,206155,0,32500,2500,2500,28447,17,0,0,3848,1
2178,35425,0,2500,2500,2500,4125,19,0,0,3834,0
2179,161579,0,2500,2500,2500,7688,21,5688,20,3811,0
2180,11314,1000,2500,2500,2500,741,4,0,0,3845,0
2181,119531,0,50000,2500,2500,60503,43,250,1,4002,1
2182,48433,0,2500,2500,2500,4300,5,800,3,3673,0
2183,10872,0,2500,2500,2500,4500,27,0,0,3882,0
2184,109268,0,5000,2500,2500,7401,17,750,1,4034,2
2185,105160,0,17500,2500,2500,20458,21,0,0,3732,0
2186,90919,0,32500,2500,2500,44430,17,0,0,3739,1
2187,50230,0,2500,2500,2500,4149,9,800,4,3727,0
2188,74538,0,17500,2500,2500,18835,21,0,0,2726,0
2189,4606,0,2500,2500,2500,4320,6,0,0,3501,0
2190,61617,0,5000,2500,2500,23495,13,0,0,3972,0
2191,15275,0,2500,2500,2500,75,2,0,0,2761,0
2192,112891,0,2500,2500,2500,500,1,500,1,3909,0
2193,41176,0,2500,2500,2500,7624,7,2624,4,3729,0
2194,81251,0,2500,2500,2500,19500,6,0,0,3958,0
2195,18142,0,2500,2500,2500,220,4,0,0,3638,0
2196,16200,0,32500,2500,2500,40455,17,0,0,3840,1
2197,8913,0,2500,2500,2500,2050,10,50,1,3630,0
2198,14372,0,5000,2500,2500,9042,13,0,0,3557,0
2199,77965,0,32500,2500,2500,41126,33,2683,7,3120,1
2200,12271,500,5000,2500,2500,7684,15,1000,2,4219,2
2201,49874,0,32500,2500,2500,39976,13,0,0,4293,1
2202,35445,0,2500,2500,2500,3379,9,0,0,4198,2
2203,91755,0,2500,2500,2500,5026,8,751,3,2676,0
2204,33753,0,17500,2500,2500,14961,14,500,1,3335,0
2205,53750,0,17500,2500,2500,23135,14,0,0,3736,0
2206,110132,0,2500,2500,2500,19000,5,0,0,3271,0
2207,12221,0,2500,2500,2500,511,4,0,0,3692,0
2208,65519,0,2500,2500,2500,0,0,0,0,4150,2
2209,47291,0,2500,2500,2500,1350,4,350,3,2336,0
2210,124564,0,17500,2500,2500,11026,13,0,0,3840,0
2211,24111,0,5000,2500,2500,9374,16,0,0,3802,0
2212,35801,0,2500,2500,2500,3337,13,0,0,3743,0
2213,150972,0,2500,2500,2500,2700,3,700,2,3645,0
2214,292023,0,2500,2500,2500,14125,12,3250,7,3683,0
2215,47090,0,2500,2500,2500,0,0,0,0,3726,0
2216,1300,0,2500,2500,2500,454,11,0,0,3691,0
2217,109103,2370,2500,2500,2500,19600,27,7600,24,3739,0
2218,101057,0,2500,2500,2500,13650,11,2150,9,3600,0
2219,20900,0,2500,2500,2500,1000,1,0,0,3685,0
2220,46607,0,2500,2500,2500,0,0,0,0,3727,0
2221,33017,0,2500,2500,2500,1069,7,250,1,3814,0
2222,30729,0,17500,2500,2500,16456,15,0,0,3795,0
2223,35546,0,2500,2500,2500,3376,10,0,0,3739,0
2224,7845,0,2500,2500,2500,265,3,0,0,3508,0
2225,25788,0,2500,2500,2500,4650,13,4650,13,3687,0
2226,13543,0,2500,2500,2500,1443,7,423,2,3811,0
2227,16618,0,2500,2500,2500,897,5,0,0,3620,0
2228,11548,0,2500,2500,2500,1634,7,0,0,3837,0
2229,22181,0,2500,2500,2500,6245,15,0,0,3656,0
2230,222312,0,32500,2500,2500,29039,17,0,0,3721,1
2231,25080,0,2500,2500,2500,2060,12,0,0,3795,0
2232,17964,0,2500,2500,2500,5030,23,0,0,3783,0
2233,155385,0,17500,2500,2500,15267,12,0,0,3624,0
2234,3977,0,2500,2500,2500,0,0,0,0,3593,0
2235,14620,0,2500,2500,2500,0,0,0,0,2833,0
2236,46882,0,2500,2500,2500,0,0,0,0,3701,0
2237,3350,0,2500,2500,2500,65,3,0,0,3540,0
2238,3049,0,2500,2500,2500,0,0,0,0,3613,0
2239,32377,0,2500,2500,2500,250,2,250,2,3515,0
2240,9396,0,2500,2500,2500,860,5,350,2,3588,0
2241,102669,0,5000,2500,2500,6760,14,306,2,3265,0
2242,26745,0,2500,2500,2500,17547,9,0,0,3664,0
2243,120576,0,32500,2500,2500,36635,14,0,0,3823,1
2244,7658,0,2500,2500,2500,300,1,0,0,3231,0
2245,11136,0,2500,2500,2500,100,1,0,0,3571,0
2246,168778,0,50000,2500,2500,57060,20,500,1,3326,1
2247,124979,0,17500,2500,2500,14267,14,0,0,3720,0
2248,35659,0,2500,2500,2500,1102,9,0,0,3533,0
2249,55996,867,17500,2500,2500,12165,14,0,0,3582,0
2250,65904,0,32500,2500,2500,47224,35,5350,18,3655,1
2251,125679,0,17500,2500,32500,68151,27,650,1,3683,0
2252,235312,0,50000,2500,2500,56685,16,0,0,3476,1
2253,64414,0,2500,2500,2500,1952,12,0,0,2395,0
2254,34204,0,2500,2500,2500,16862,9,1700,5,3596,0
2255,22384,0,2500,2500,2500,0,0,0,0,3676,0
2256,13381,0,2500,2500,2500,1150,2,150,1,3312,0
2257,10959,0,2500,2500,2500,500,1,0,0,3469,0
2258,28607,0,2500,2500,2500,5943,5,0,0,2895,0
2259,30686,0,2500,2500,2500,6161,2,0,0,3596,0
2260,8260,0,2500,2500,2500,700,2,0,0,3673,0
2261,61584,0,32500,2500,2500,27937,14,0,0,3783,1
2262,141594,0,5000,2500,2500,30565,16,0,0,3776,0
2263,114549,0,2500,2500,2500,5000,4,1000,2,3760,0
2264,64153,0,17500,2500,2500,23563,19,0,0,3575,0
2265,10000,0,2500,2500,2500,790,3,0,0,3564,0
2266,21839,0,2500,2500,2500,853,3,119,1,3638,0
2267,182704,5513,2500,2500,2500,5850,12,3100,10,3820,0
2268,92551,0,17500,2500,2500,13755,13,500,1,3895,0
2269,49353,0,32500,2500,2500,34656,14,0,0,3540,1
2270,21843,0,2500,2500,2500,1411,9,0,0,3177,0
2271,34072,0,2500,2500,2500,500,1,0,0,3879,0
2272,72962,0,32500,2500,2500,28055,16,0,0,3869,1
2273,99502,0,17500,2500,2500,19678,28,600,2,4182,2
2274,13250,0,17500,2500,2500,17778,14,0,0,3861,0
2275,98232,0,50000,2500,2500,56687,14,500,1,3867,1
2276,98895,0,32500,2500,2500,89709,17,500,1,3854,1
2277,119340,1000,2500,2500,2500,400,5,400,5,3855,0
2278,30171,0,2500,17500,2500,15370,13,0,0,3853,0
2279,105957,0,2500,2500,2500,4881,12,0,0,3859,0
2280,22548,0,2500,2500,2500,3225,9,0,0,3852,0
2281,89761,0,17500,2500,2500,11965,13,0,0,3845,0
2282,65263,0,2500,2500,2500,22500,4,0,0,3844,0
2283,128456,0,50000,2500,17500,70125,28,0,0,3764,1
2284,35203,0,2500,2500,2500,1800,16,1800,16,3832,0
2285,62023,0,2500,2500,2500,750,4,550,1,3819,0
2286,44197,0,2500,2500,2500,2500,1,0,0,3831,0
2287,104245,0,32500,2500,2500,45589,14,0,0,3810,1
2288,252520,0,32500,2500,2500,43392,17,500,1,3818,1
2289,85496,0,2500,2500,2500,2799,7,2711,6,3820,0
2290,49874,0,2500,2500,2500,7200,9,1700,4,3817,0
2291,109649,0,17500,2500,2500,22136,13,0,0,3812,0
2292,34379,0,17500,2500,2500,13051,20,150,1,3805,0
2293,56688,0,2500,2500,2500,3550,10,1050,9,3812,0
2294,48970,0,32500,2500,2500,30872,14,0,0,3817,1
2295,70789,0,50000,2500,2500,76661,29,150,1,3810,1
2296,24277,0,5000,2500,2500,5330,5,0,0,3796,0
2297,20308,0,17500,2500,2500,19526,13,0,0,3797,0
2298,111041,0,17500,2500,2500,10252,12,0,0,3875,0
2299,27904,0,5000,2500,2500,6622,17,0,0,3793,0
2300,128620,0,5000,2500,2500,7747,12,0,0,3789,0
2301,65340,2454,17500,2500,2500,33795,11,500,1,3775,0
2302,27135,0,2500,2500,2500,4908,11,0,0,3783,0
2303,32898,0,2500,2500,2500,1000,1,0,0,3777,0
2304,196922,0,32500,2500,2500,40170,18,0,0,3755,1
2305,196175,0,32500,2500,2500,33886,13,0,0,3775,1
2306,11457,0,2500,2500,2500,705,3,0,0,3767,0
2307,175344,0,32500,2500,2500,40152,19,0,0,3770,1
2308,5154,0,50000,2500,2500,54657,28,0,0,3769,1
2309,13232,0,2500,2500,2500,8668,16,0,0,3753,0
2310,88232,0,2500,2500,2500,11550,5,550,3,3729,0
2311,75526,0,32500,2500,2500,46421,14,0,0,3712,1
2312,53935,0,2500,2500,2500,0,0,0,0,3743,0
2313,18402,0,2500,2500,2500,0,0,0,0,3746,0
2314,24784,0,2500,2500,2500,100,1,0,0,3729,0
2315,62903,0,17500,2500,2500,16434,13,0,0,3732,0
2316,80272,0,32500,2500,2500,34744,14,550,2,3728,1
2317,10458,0,2500,5000,2500,10458,12,0,0,3726,0
2318,188184,0,32500,2500,2500,32170,13,0,0,3707,1
2319,83524,0,32500,2500,2500,43152,18,0,0,3694,1
2320,10794,0,2500,2500,2500,0,0,0,0,3712,0
2321,49807,0,5000,2500,2500,6393,20,0,0,3718,0
2322,18266,0,17500,2500,2500,12254,15,0,0,3713,0
2323,87851,0,32500,2500,2500,28969,17,0,0,4026,1
2324,32991,0,2500,2500,2500,1230,6,0,0,3693,0
2325,28677,0,2500,2500,2500,215,3,0,0,3699,0
2326,103809,0,17500,2500,2500,16776,14,0,0,3699,0
2327,417,0,2500,2500,2500,3000,1,0,0,3670,0
2328,8859,0,17500,2500,2500,11998,13,0,0,3690,0
2329,26896,0,2500,2500,2500,5364,15,0,0,3685,0
2330,16986,0,2500,2500,2500,0,0,0,0,3676,0
2331,25530,0,17500,2500,2500,25131,17,0,0,3677,0
2332,77067,0,32500,2500,2500,40129,15,0,0,3671,1
2333,6350,0,2500,2500,2500,0,0,0,0,3657,0
2334,76118,0,50000,2500,2500,79154,41,1992,2,3621,1
2335,40420,0,5000,2500,2500,8649,14,0,0,3651,0
2336,30178,0,17500,2500,2500,14422,15,0,0,3656,0
2337,15088,0,2500,2500,2500,0,0,0,0,3650,0
2338,138020,0,17500,2500,2500,16449,17,500,1,3637,0
2339,27310,0,17500,2500,2500,15537,16,500,1,3623,0
2340,109131,0,17500,2500,2500,17481,17,150,1,3622,0
2341,35356,0,17500,2500,2500,18520,15,300,1,3637,0
2342,33466,0,2500,2500,2500,355,3,0,0,3592,0
2343,350608,0,32500,2500,2500,50988,26,2643,5,3630,1
2344,42107,888,2500,2500,2500,3600,4,1000,2,3607,0
2345,74796,0,17500,2500,2500,19710,15,400,1,3616,0
2346,26129,0,17500,2500,2500,20265,17,0,0,3629,0
2347,30893,0,2500,2500,2500,0,0,0,0,3623,0
2348,9445,0,2500,2500,2500,1000,2,1000,2,3613,0
2349,52965,0,2500,2500,2500,500,1,0,0,3606,0
2350,19516,0,17500,2500,2500,17696,16,0,0,3593,0
2351,106378,0,32500,2500,2500,56007,14,0,0,3607,1
2352,22201,0,32500,2500,2500,51278,16,350,1,3602,1
2353,73378,0,17500,2500,2500,13607,14,0,0,3599,0
2354,50193,0,2500,2500,2500,12263,3,0,0,3596,0
2355,165144,0,17500,2500,2500,24156,14,0,0,3581,0
2356,53556,0,2500,2500,2500,0,0,0,0,3575,0
2357,18387,0,32500,2500,2500,40560,19,800,2,3588,1
2358,28577,0,32500,2500,2500,48564,14,0,0,3586,1
2359,55417,0,32500,2500,2500,37127,31,0,0,3575,1
2360,142244,0,17500,2500,2500,12325,13,0,0,3578,0
2361,23139,0,5000,2500,2500,8156,14,0,0,3578,0
2362,146232,0,50000,2500,2500,83783,19,375,1,3566,1
2363,35323,0,2500,2500,2500,1875,8,0,0,3553,0
2364,108081,0,50000,2500,50000,217006,24,0,0,3567,1
2365,1021,0,2500,2500,2500,100,1,0,0,3553,0
2366,120345,0,32500,2500,2500,38323,17,650,2,3544,1
2367,11593,0,5000,2500,2500,9055,16,0,0,3558,0
2368,68180,0,2500,2500,2500,2044,9,0,0,3550,0
2369,26605,0,2500,2500,2500,3704,11,0,0,3543,0
2370,17920,0,2500,2500,2500,3250,18,0,0,3546,0
2371,85156,0,2500,2500,2500,133,5,0,0,3550,0
2372,9005,0,2500,2500,2500,520,1,0,0,3531,0
2373,55404,0,5000,2500,2500,10613,15,500,1,3531,0
2374,42584,0,2500,2500,2500,841,6,0,0,3526,0
2375,92843,0,2500,2500,2500,27650,29,9150,26,3530,0
2376,51082,0,32500,2500,2500,40878,13,0,0,3524,1
2377,18727,0,2500,2500,2500,0,0,0,0,3524,0
2378,212029,0,32500,2500,2500,43162,19,0,0,3518,1
2379,48806,0,2500,2500,2500,12600,10,2500,8,3502,0
2380,15610,0,2500,2500,2500,0,0,0,0,3508,0
2381,46876,0,2500,2500,2500,9680,7,0,0,3498,0
2382,14075,0,2500,2500,2500,4286,15,0,0,3513,0
2383,59895,0,2500,2500,2500,10500,4,0,0,3497,0
2384,25936,0,2500,2500,2500,0,0,0,0,3495,0
2385,134318,0,2500,2500,2500,333,3,258,1,3488,0
2386,32807,0,2500,2500,2500,17259,4,0,0,3482,0
2387,38591,0,5000,2500,2500,11039,18,0,0,3488,0
2388,48958,0,17500,2500,2500,24430,5,0,0,3483,0
2389,10710,0,2500,2500,2500,1000,1,0,0,3460,0
2390,60349,0,5000,2500,2500,10350,18,0,0,3468,0
2391,9453,0,2500,2500,2500,2585,5,0,0,3463,0
2392,60867,0,32500,2500,2500,41345,18,0,0,3454,1
2393,27590,0,2500,2500,2500,100,1,0,0,3455,0
2394,100069,0,17500,2500,2500,18745,13,0,0,3454,0
2395,27820,0,2500,2500,2500,3005,11,0,0,3454,0
2396,20503,0,2500,2500,2500,520,3,0,0,3445,0
2397,137371,0,2500,2500,2500,4977,6,1977,4,3447,0
2398,12950,0,5000,2500,2500,12798,18,195,1,3432,0
2399,25207,957,5000,2500,2500,6883,13,0,0,3440,0
2400,17088,0,2500,2500,2500,0,0,0,0,3510,0
